Song,Artist,Average_Rank,Max_Rank,First_Week_on_Board,First_Rank_on_Board,Last_Week_on_Board,Last_Rank_on_Board,Weeks_on_Board,track_id,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,tag,year,views,features,lyrics,id
I Gotta Feeling,The Black Eyed Peas,18.267857142857142,1,2009-06-24,2,2010-07-14,49,56,4vp2J1l5RD4gMZwGFLfRAu,69,36fdxiOzdlmsrHgGcfvqUJ,THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,289133,NA,NA,NA,NA,NA,NA
I Have Nothing,Whitney Houston,18,4,1993-02-24,42,1993-07-07,53,20,31er9IGsfFbwqy1pH4aiTP,73,7JVJlkNNobS0GSoy4tCS96,The Bodyguard - Original Soundtrack Album,1992-11-17,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0.54,0.401,0,-10.499,1,0.0364,0.576,0,0.164,0.24,152.974,289160,rb,1992,1392299,{},"[Verse 1]
Share my life, take me for what I am
'Cause I'll never change all my colors for you
Take my love, I'll never ask for too much
Just all that you are and everything that you do

[Pre-Chorus]
I don't really need to look very much further
I don't wanna have to go where you don't follow
I won't hold it back again, this passion inside
Can't run from myself, there's nowhere to hide

[Chorus]
But don't make me close one more door
I don't wanna hurt anymore
Stay in my arms if you dare
Or must I imagine you there
Don't walk away from me
I have nothing, nothing, nothing
If I don't have you, you, you, you, you
[Verse 2]
You see through, right to the heart of me
You break down my walls with the strength of your love, mm
I never knew love like I've known it with you
Will a memory survive, one I can hold on to

[Pre-Chorus]
I don't really need to look very much further
I don't wanna have to go where you don't follow
I won't hold it back again, this passion inside
I can't run from myself, there's nowhere to hide
Your love, I'll remember forever

[Chorus]
But don't make me close one more door
I don't wanna hurt anymore
Stay in my arms if you dare
Or must I imagine you there
Don't walk away from me
I have nothing, nothing, nothing
Don't make me close one more door
I don't wanna hurt anymore
Stay in my arms if you dare
Or must I imagine you there
Don't walk away from me, no
Don't walk away from me
[Outro]
Don't you dare walk away from me
I have nothing, nothing, nothing
If I don't have you, you
If I don't have you, oh you",220371
I Just Wanna Stop,Gino Vannelli,33.19047619047619,4,1978-09-06,87,1979-01-24,100,21,5ljGmNLjvQZm2hw8cDJXNJ,51,4ohvIC6DYCyY1uyPcvXAFc,Brother To Brother,1978-01-01,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,218307,rock,1978,14146,{},"For your love
For your love

When I think about those nights in Montreal
I get the sweetest thoughts of you and me
Memories of love above the city lights
Oooh, I've tried so hard to take it
But alone my heart won't make it

I just wanna stop and tell you what I feel about you, babe
I just wanna stop
I never wanna live without you, babe
I just wanna stop for your love.  Oooh

For your love
For your love.  (For your lo-o-ove.)

When I think about the way the world must turn
(The world must turn)
I get the saddest thoughts of you and me.  (You and me)
Memories of life and times go on and on
Oooh, I've tried hard to forget it
But alone my mind won't let it
I just wanna stop and tell you what I feel about you, babe
I just wanna stop
The world ain't right without you, babe
I just wanna stop for your love

Oooh, I've tried so hard to take it
But alone my heart won't make it

I just wanna stop and tell you what I feel about you, babe
I just wanna stop
The world ain't right without you, babe
I just wanna stop for your love

Stop.  Hoo, hoo, hoo
I just wanna stop.  Hoo, hoo, hoo
I just wanna stop and tell you what I feel about you, babe
I just wanna stop
The world ain't right without you, babe
I just wanna stop",349855
I Knew You Were Trouble.,Taylor Swift,23.77777777777778,2,2012-10-24,3,2013-07-03,49,36,6FB3v4YcR57y4tXFcdxI1E,76,4jTYApZPMapg56gRycOn0D,Red (Big Machine Radio Release Special),2012-10-21,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-6,0.0335,0.679,77.019,219720,pop,2012,353452,{},"[Intro]

[Verse 1]
Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me
You found me-e-e-e-e
I guess you didn't care, and I guess I liked that
And when I fell hard, you took a step back
Without me, without me
Without me-e-e-e-e

[Pre-Chorus]
And he's long gone when he's next to me
And I realize the blame is on me

[Chorus]
'Cause I knew you were trouble when you walked in
So shame on me now
I'll flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground
Oh, oh-oh
Trouble, trouble, trouble
Oh, oh-oh
Trouble, trouble, trouble
[Verse 2]
No apologies, he'll never see you cry
Pretends he doesn't know that he's the reason why
You're drowning, you're drowning
You're drowning-ing-ing-ing-ing
And I heard you moved on from whispers on the street
A new notch in your belt is all I'll ever be
And now I see, now I see
Now I see-e-e-e-e

[Pre-Chorus]
He was long gone when he met me
And I realize the joke is on me, yeah

[Chorus]
I knew you were trouble when you walked in (Oh)
So shame on me now
I'll flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been (Yeah)
Now I'm lying on the cold hard ground
Oh, oh-oh
Trouble, trouble, trouble (Yeah, trouble)
Oh, oh-oh
Trouble, trouble, trouble
[Bridge]
And the saddest fear
Comes creeping in
That you never loved me
Or her, or anyone, or anything (Yeah)

[Chorus]
I knew you were trouble when you walked in
So shame on me now
I'll flew me to places I'd never been (Never been)
'Til you put me down, oh
I knew you were trouble when you walked in (Knew it right there)
So shame on me now (Knew it right there)
Flew me to places I'd never been (Ooh)
Now I'm lying on the cold hard ground
Oh, oh-oh
Trouble, trouble, trouble (Oh)
Oh, oh-oh
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble

[Outro]",92224
I Like,Guy,80,70,1989-05-03,82,1989-06-14,97,7,67j0ZucyzdfMGWLe2kh6Ze,49,1b4uW38DLtC6GlGr39AGHc,Guy,1988-01-01,The New (Jack Swing) Testament,4mciQwEuqaUMwIWKcDMFW0,r&b,new jack swing,0.441,0.832,8,-14.396,1,0.064,0.0218,1.23e-5,0.2,0.6,103.765,294475,rb,1989,28194,{},"[Intro]
(I like) Girl, words can't express the way I feel for you
(I like) The way you hold me, the way you touch me
(I like) Girl, everything you do to me, you know I like it
(I like) Don't stop now

[Chorus]
(I like) Ooh, hey
(I like) Oh, oh, oh (I like the way)
(I like) Ooh, hey
(I like) Oh, oh, oh (I like the way)

[Verse 1]
My dreams are now reality
Each and every time you are here with me
The touch you give me with your hands
When you caress my skin, I'm under your command
Girl, you hypnotize me with your eyes
It took me some time (Ooh, babe), but now I realize
It's you to whom which I belong
I love it, the feeling's getting strong
[Chorus]
(I like) The things you do to me
(I like) It brings out ecstasy
(I like) It really turns me on (I like the way)
(I like) The feeling's getting strong (I like the way)

[Verse 2]
Oh, girl, you are my lover
When I'm with you, there is no other
A spell you got me under
Please don't you leave, I'm on my hands and knees
Words can't express the way I feel
Emotions for you are so real (Oh)
Girl, you love me over and over again
Don't stop, please don't let it end

[Chorus]
(I like) The things you do to me
(I like) It brings out ecstasy
(I like) It really turns me on (I like the way)
(I like) The feeling's getting strong (I like the way)

[Bridge]
You know I love it
Hey, girl, you know I care
(I like the way, oh)
Sugar, you know I love it, baby
Ooh, woah (Oh)
Oh, oh, oh
[Chorus]
Baby, I like it
(I like) Sugar, I love you (I like the way)
(I like) Oh-oh-oh, yeah
(I like) Hey, oh-oh (I like the way)
(I like) Baby, I like you
(I like) Hey, hey, I like you, you
(I like) Baby, love it
(I like) Oh-oh-oh (I like the way)
(I like) I like it, hey, baby, I like it, oh, sugar
(I like) I like it (I like the way)
(I like) Infatuation turns to like, like turns to love
(I like) Oh, baby, you keep me safe and warm (I like the way)
(I like) I like it, hey, baby, I like it, oh, sugar (I like the way)
(I like) I like it, pretty baby, baby, come and give it to me (I like the way)
(I like) Oh, oh, oh, ooh (I like the way)
(I like) I like it (I like the way)
(I like) I like it, hey, baby, I like it, oh, baby (I like the way)
(I like) I like it (I like the way)
(I like) I like the way you wear your hair (I like the way)
(I like) I like the stylish clothes you wear (I like the way)
(I like) The way you kiss me, how you moan (I like the way)
(I like) Give me all your love, girl, all night long (I like the way)
(I like) I like it, hey, baby, I like it, oh, sugar (I like the way)",1540740
I Like,Kut Klose,56.65,34,1995-04-12,85,1995-08-23,71,20,0ymLvEYKBKRlJbGwAZhOqg,46,6ekKyPsmvoBnBxipuSPjqz,Surrender,1995-02-21,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0.705,0.439,6,-10.246,1,0.0263,0.378,1.75e-5,0.0654,0.65,112.397,258893,rb,1995,8303,{},"[Verse 1]
Tender loving
It's one on one
Don't wanna rush it, nah
Let's take it nice and slow, honey
Caress my body
And hold me tight
Don't let me go, baby
Until I get enough, oooh

[Pre-Chorus]
(Baby tonight) baby tonight
(The loving is right) the loving is right
(You know how I like it)
You know how I like it, yeah
(You know how I want it)
You know just what I want, baby

[Chorus]
I like the way you tease me
I like the way you squeeze me
I like the way you touch me
I like the way you sex me
[Verse 2]
Turn down the lights, baby
Take off what you have on
Let's do it to the music
Come bring your loving on
My body's yearning for you, baby
For a taste of your love
Only you can fill this appetite
Come on and satisfy my love

[Pre-Chorus]
(Baby tonight) baby tonight
(The loving is right) the loving is right
(You know how I like it)
You know how I like it
(You know how I want it)
You know how I want it

[Chorus]
I like the way you tease me
I like the way you squeeze me
I like the way you touch me
I like the way you sex me
I like the way you tease me
I like the way you squeeze me
I like the way you touch me
I like the way you sex me
[Bridge]
Baby, don't you hold back on me (can't nobody do it like you do it)
Give me everything you've got (got my body yearning)
I wanna give you all my loving (baby let's do it to the music)
It will be good to the last drop (the last drop)
Baby, don't you hold back on me (come on baby don't you hold back on me)
Give me everything you've got (give me everything you got)
I wanna give you all my loving (you know I wanna give you all my loving)
It will be good to the last drop (the last drop)

[Chorus]
I like the way you tease me
(I like the way you tease me, baby)
I like the way you squeeze me
(I like the way you hold me tight)
I like the way you touch me
(I like it when you love me right, baby)
I like the way you sex me (making love all through the night)
I like the way you tease me (come on, come on baby)
I like the way you squeeze me
I like the way you touch me
I like the way you sex me (come on , come on, baby)
I like the way you tease me
I like the way you squeeze me
I like the way you touch me
I like the way you sex me",1491853
I Like Me Better,Lauv,53.46341463414634,27,2018-02-21,96,2018-11-28,44,41,1wjzFQodRWrPcQ0AnYnvQ9,83,7l6fTSFvlumnPFpOSrbnDV,I Like Me Better,2017-05-19,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-6,0.104,0.419,91.97,197437,pop,2017,833066,{},"[Verse 1]
To be young and in love in New York City
To not know who I am but still know that I'm good long as you're here with me
To be drunk and in love in New York City
Midnight into morning coffee, burning through the hours talking
Damn

[Chorus]
I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you

[Verse 2]
I don't know what it is but I got that feeling
Waking up in this bed next to you swear the room, yeah, it got no ceiling
If we lay, let the day just pass us by
I might get to too much talking, I might have to tell you something
Damn

[Chorus]
I like me better when I'm with you
I like me better when I'm with you
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you
[Bridge]
Stay awhile, stay awhile
Stay here with me
Stay awhile, stay awhile, oh
Stay awhile, stay awhile
Stay here with me
Lay here with me, ooh

[Chorus]
I like me better when I'm with you (Yes I do, yes I do, babe)
I like me better when I'm with you (Oooh noo)
I knew from the first time, I'd stay for a long time, 'cause
I like me better when, I like me better when I'm with you

[Outro]
(I like me, I like me)
(Look who you made me, made me, oh noo)
Better when
I like me better when I'm with you",3092121
I Love You,Faith Evans,35.333333333333336,14,2002-01-23,77,2002-06-12,49,21,6gsmFgUiSTuinJlScwFODv,52,0pP9NBXbbRH2ZJb7fazkZy,Faithfully,2001,urban contemporary,7en9i0JMyJlRFX4r4XrXXx,r&b,urban contemporary,0.489,0.757,11,-4.062,0,0.0926,0.00981,0,0.234,0.567,168.004,267160,rb,2002,50905,{},"[Verse 1]
My heart belongs to you
So what could I do
To make you feel I'm down with
You see me hangin' around
But you don't know how you make me feel for you, and

[Pre-Chorus]
(Each and every day) I try to make some sense of this
(What you mean to me) I know it could be serious
(Each and every night) I dream about just holding you
(Loving you like this) What is a girl supposed to do?

[Chorus]
I love you (I love you)
I want you (I want you)
You're the one that I live for
And I can't take it anymore (anymore)
I love you (I love you)
I need you (and I need you)
What can I do to make you see
You're the only one for me
[Verse 2]
First time I saw your face
My heart just erased
All the guys I knew
Before you walked into my life
I was the type to never want for nothing

[Pre-Chorus]
(Each and every day) I try to make some sense of this
(What you mean to me) I know it could be serious
(Each and every night) I dream about just holding you
(Loving you like this) What is a girl supposed to do?

[Chorus]
I love you (I love you)
I want you (I need you)
You're the one that I live for
And I can't take it anymore
I love you (I love you)
I need you (need you)
What can I do to make you see
You're the only one for me

[Bridge]
I love you, I want you, I need you in my life
Can't you see what you mean to me?
Baby, come hold me tight
I miss you, wanna kiss you
Every time I see your face
Baby, I'll be waiting for you
Each and every day
[Chorus]
I love you (oh...)
I want you
You're the one that I live for
And I can't take it anymore
(Baby, you know that I love you)
I love you
I need you
What can I do to make you see
(do to make you see)
You're the only one for me (oh yeah)

[Bridge]
You're the only one for me (only one)
And I know it's meant to be
(and I know we're meant to be)
What can I do to make you see
My love will carry on (listen to my heart)
So listen to my heart and know (and know)
You'll find out where my love will go (love will go)
The future lies between us both
Oh babe, I love you so

[Chorus]
I love you
I want you
(and you know my heart belongs to you, boy)
You're the one that I live for
And I can't take it anymore
I love you (baby, I love you)
I need you (baby, I need you)
What can I do to make you see
You're the only one for me
I love you (you're the one for me)
I want you (it was meant to be)
You're the one that I live for
And I can't take it anymore
I love you
I need you
What can I do to make you see
You're the only one for me
I love you (baby, I love you)
I want you (baby, I need you)",778859
I Love You So,The Walters,84.125,71,2022-01-12,97,2022-05-11,90,16,1175r6ZmkUjX8dRJLz9Ohk,70,3MFTbUnA8C9T6KCBb0gpH5,Songs for Dads,2014-11-28,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.578,0.669,10,-4.898,1,0.0377,0.65,0,0.13,0.503,75.995,160254,rock,2014,509864,"{""​The Walters""}","[Verse 1]
I just need someone in my life to give it structure
To handle all the selfish ways I'd spend my time without her
You're everything I want, but I can't deal with all your lovers
Saying I'm the one, but it's your actions that speak louder
Giving me love when you are down and need another
I've got to get away and let you go, I've got to get over

[Chorus]
But I love you so
I love you so
I love you so
I love you so

[Verse 2]
I'm gonna pack my things and leave you behind
This feeling's old and I know that I've made up my mind
I hope you feel what I felt when you shattered my soul
'Cause you were cruel and I'm a fool
So please let me go
[Chorus]
But I love you so (Please let me go)
I love you so (Please let me go)
I love you so (Please let me go)
I love you so",2437107
I Love Your Smile,Shanice,21.76923076923077,2,1991-11-20,93,1992-05-13,50,26,69mFxANpGyq9s69LqH3d9G,59,3O1AUjaFcoauFoI10ZZJxi,Inner Child,1991-01-01,90's NEW JACK SWING,0dmInkymNnOTWvEFamSNzb,r&b,new jack swing,0.722,0.842,5,-8.745,0,0.126,0.00955,8.45e-6,0.178,0.751,93.954,257973,rb,1991,29342,{},"[Verse 1]
Sitting in my class
Just drifting away
Staring into the windows of the world
Yeah
I can't hear the teacher
His books don't call me at all
I don't see the bad boys trying to catch some play

[Chorus]
'Cause I love your smile
I love your smile

[Verse 2]
The clock at work says three
And I wanna be free
Free to scream, free to bathe
Free to paint my toes all day, woo!
My boss is lame you know
And so is the pay
I'm gonna put that new black mini on my charge anyway
[Chorus]
'Cause I love your smile
Hey, said I love your smile

[Bridge]
Time came and showed me your direction
Now I know I'll never ever go back
Taught me that
I can be a better girl
With the love you give
You rock my world
You dig?

[Rap]
I'm showin' the life that I'm living
This is the life that I have and it's given to you
Yeah and it's true
La-dee-da
Twinkly dee
Do you, believe in a girl like me?
Shanice is the one for you to be with
But when I'm caught all alone
I start fessing
It's from a state of depression
And the thunder clouds of doubt move in
I begin to wonder
""Do you still love me?""
But after that
My whole world is beautiful
[Saxophone solo]

[Break]
Blow, Branford, blow

[Bridge]
Time came and showed me your direction
Now I know I'll never ever go back
Taught me that
I can be a better girl
With the love you give
You rock my world
Smile, sike

[Chorus]
Ooh, I love your smile (smile for me)
Yes I do boy, hee
I love your smile
I love your smile, baby

[Outro]
Heee, heee, heeee, heeeee
I love your smile
I really do (hahahahahaha)",641629
I Miss You,Aaron Hall,32.78260869565217,14,1994-05-11,95,1994-10-12,50,23,1TWhpLaqdToKoHHpFnCxsd,46,16ugx2RULvA4s2HHVEqkDi,The Truth,1993-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.713,0.754,6,-5.277,1,0.0271,0.0298,0,0.136,0.564,120.079,381733,rb,1993,19152,{},"I miss you
I'm talking to you baby
I miss you

I miss you
I'm talking to you baby
I miss you

We used to talk
And laugh all night girl
What happened to those days?
Did they all just fade away
Holding you in my arms
Made me feel so happy
Then you said you had to go
What's wrong, baby, I need to know

But now it's a dream
(Now it's a dream)
That I wish you could come
Back and make come true
(Come back to make come true)
But you're long gone away
(Come on back baby)
But now I'm missing you
(I miss you, yes I do
From the bottom of my heart)
I miss you (oh yes I do)
I'm talking to you, baby
(hear me when I say)
I miss you (I miss you yes I do, yes I do)
I miss you (oh)
I'm talking to you, baby
(I'm talking to you)
I miss you (only to you, baby)

I thought you'd be with me forever
But I guess someone took my place
Took the place of me loving you
And making love to you all through the night
I wish you were still here
So I can see your pretty face again
Please come back and rescue me
From all this pain and misery

But now it's a dream
(now is a dream)
And I wish you
Could come back to make us true
(come back to make us true)
But you're long gone away
(but you're long gone away, baby)
But now I'm missing you
(I miss you, oh, yes I do, baby)
(Missing you) missing you
(The way you used to hold me)
Missing you
(Heyy, hey)
Please understand how much
I really miss you
I'll do anything in this world
To have you back again
Missing you
(I miss you)
Missing you
(Hey, hey, hey I do)
I miss you through winter, spring
The summer & the fall
When we were together (Oh, yea)

I miss you, I miss you
From the bottom of my heart
To the depths of my soul, baby
I miss you, oh
Give me the love back baby
The way you used to hold me
The way you used to kiss me
I, I, I miss you
I miss you Yes, I do
Yes I do - I miss you
Yes I do, yes I do
(Hey, hey)
I miss you, I really, really do
I really, really do
(Can I teel you, can I tell you how much I miss you baby)
I miss you, yes I do, yes I do
I miss you so bad
(I miss you)
Everytime I lay at night, all I do is cry
I do love you baby
I miss you (yes I do, yes I do)
I miss you (yea) yes I do, yes I do
I'm talking to you baby (call me
Call me baby, call me baby, come
Give your loving back to me)
(I miss you) yes, I do, yes I do
I miss you (yes, I do, yes I do)
I'm talking to you baby
(show me those pretty eyes)
I miss you (please, baby don't you cry)
I miss you (hold me all night long)
I miss you (squeeze me make me warm)
I miss you (oh, I miss you, your soft, sweet, soft, sweet, sexy body)
I miss you
I miss you",1475387
I Miss You,blink-182,66.05,42,2004-03-17,70,2004-07-28,95,20,3dcpXrvJczwaALgcy8f8IN,0,0n2FhJf0YwnCfCVotc91TQ,blink-182 (International Version),2003-10-24,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.423,0.776,11,-6.485,1,0.0452,8.43e-4,8e-6,0.0911,0.569,109.991,226905,rock,2003,2155764,{​​blink-182},"[Intro: Mark Hoppus]
I miss you, I miss you

[Verse 1: Mark Hoppus]
Hello, there
The angel from my nightmare
The shadow in the background of the morgue
The unsuspecting victim
Of darkness in the valley
We can live like Jack and Sally if we want
Where you can always find me
And we'll have Halloween on Christmas
And in the night, we'll wish this never ends
We'll wish this never ends

[Interlude: Mark Hoppus]
I miss you, I miss you
I miss you, I miss you

[Verse 2: Tom DeLonge]
Where are you?
And I'm so sorry
I cannot sleep, I cannot dream tonight
I need somebody and always
This sick, strange darkness
Comes creeping on, so haunting every time
And as I stare, I counted
The webs from all the spiders
Catching things and eating their insides
Like indecision to call you
And hear your voice of treason
Will you come home and stop this pain tonight?
Stop this pain tonight
[Chorus: Tom DeLonge and Mark Hoppus]
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)

[Instrumental Break]

[Chorus: Tom DeLonge and Mark Hoppus]
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)

[Outro: Mark Hoppus]
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you",61981
I Need Love,LL Cool J,38.15384615384615,14,1987-07-29,52,1987-10-21,98,13,2YKnKXUeGERi9yCLTO2C3t,2,4Dut3ReoQ5G6dVovf1H8jr,Bigger And Deffer,1987-07-22,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.799,0.279,0,-20.734,1,0.283,0.0753,0,0.0826,0.671,88.226,322733,rap,1987,113954,{},"[Verse 1]
When I'm alone in my room sometimes I stare at the wall
And in the back of my mind I hear my conscience call
Telling me I need a girl who's as sweet as a dove
For the first time in my life, I see I need love
There I was giggling about the games
That I had played with many hearts, and I'm not saying no names
Then the thought occured, tear drops made my eyes burn
As I said to myself, ""look what you've done to her""
I can feel it inside, I can't explain how it feels
All I know is that I'll never dish another raw deal
Playing make-believe pretending that I'm true
Holding in my laugh as I say that I love you
Saying amor kissing you on the ear
Whispering, ""I love you and I'll always be here""
Although I often reminisce I can't believe that I found
A desire for true love floating around
Inside my soul because my soul is cold
One half of me deserves to be this way 'til I'm old
But the other half needs affection and joy
And the warmth that is created by a girl and a boy
[Hook]
I need love
I need love

[Verse 2]
Romance, sheer delight, how sweet?
I gotta find me a girl to make my life complete
You can scratch my back, we'll get cozy and huddle
I'll lay down my jacket so you can walk over a puddle
I'll give you a rose, pull out your chair before we eat
Kiss you on the cheek and say, ""ooh girl, you're so sweet""
It's deja vu whenever I'm with you
I could go on forever telling you what I do
But where you at? You're neither here or there
I swear I can't find you anywhere
Damn sure you ain't in my closet, or under my rug
This love search is really making me bug
And if you know who you are why don't you make yourself seen?
Take the chance with my love and you'll find out what I mean
Fantasies can run, but they can't hide
And when I find you I'm gon' pour all my love inside

[Hook]
I need love
I need love
[Verse 3]
I wanna kiss you, hold you, never scold, you just love you
Suck on you neck, caress you and rub you
Grind, moan and never be alone
If you're not standing next to me you're on the phone
Can't you hear it in my voice? I need love bad
I've got money, but love's something I've never had
I need your ruby red lips sweet face and all
I love you more than a man who's 10 feet tall
I'd watch the sunrise in your eyes
We're so in love when we hug we become paralyzed
Our bodies explode in ecstasy unreal
You're as soft as a pillow and I'm as hard as steel
It's like a dream land, I can't lie, I never been there
Maybe this is an experience that me and you can share
Clean and unsoiled yet sweaty and wet
I swear to you this is something I'll never forget

[Hook]
I need love
I need love

[Verse 4]
See what I mean? I've changed, I'm no longer
A playboy on the run, I need something that's stronger
Friendship, trust, honor, respect, admiration
This whole experience has been such a revelation
It's taught me love and how to be a real man
To always be considerate and do all I can
Protect you, you're my lady and you mean so much
My body tingles all over from the slightest touch
Of your hand and understand I'll be frozen in time
Till we meet face to face and you tell me you're mine
If I find you, girl, I swear I'll be a good man
I'm not gonna leave it in destiny's hands
I can't sit and wait for my princess to arrive
I gotta struggle and fight to keep my dream alive
I'll search the whole world for that special girl
When I finally find you watch our love unfurl
[Hook]
I need love
I need love

[Outro]
Girl, listen to me. When I be sitting in my room all alone, staring at the wall
Fantasies, they go through my mind, and I've come to realize that I need true love
And if you wanna give it to me, girl, make yourself seen. I'll be waiting
I love you",28995
I Remember You,Skid Row,36.25,6,1989-11-15,63,1990-03-28,90,20,4ZpXHlV2vQVfPXUvbDSZ92,68,0kSTuMp9GpX9pJR45Bksgi,Skid Row,1989-01-24,Classic Rock Playlist.,7CESj1xKbxdArRzloygvkl,rock,classic rock,0.345,0.531,0,-12.708,1,0.0305,0.00642,7.28e-6,0.14,0.49,176.302,313693,rock,1989,43528,{},"[Verse 1]
Woke up to the sound of pouring rain
The wind would whisper and I'd think of you
And all the tears you cried, that called my name
And when you needed me I came through

[Verse 2]
I paint a picture of the days gone by
When love went blind and you would make me see
I'd stare a lifetime into your eyes
So that I knew you were there for me
Time after time you were there for me

[Hook]
Remember yesterday - walking hand in hand
Love letters in the sands - I remember you
Through the sleepless nights, through every endless day
I'd wanna hear you say - I remember you
Oh, whoa

[Verse 3]
We spent the summer with the top rolled down
And wished ever after would be like this
You said ""I love you babe,"" without a sound
I said I'd give my life for just one kiss
I'd live for your smile and die for your kiss
[Hook]
Remember yesterday - walking hand in hand
Love letters in the sands - I remember you
And through the sleepless nights, through every endless day
I'd wanna hear you say - I remember you, oh

[Bridge]
We've had our share of hard times, but that's the price we paid
And through it all we kept the promise that we made
I swear you'll never be lonely

[Verse 4]
We woke up to the sound of pouring rain
Washed away a dream of you
But nothing else could ever take you away
'Cause you'll always be my dream come true
Oh, my darling, I love you

[Hook]
Remember yesterday - walking hand in hand
Love letters in the sands - I remember you
Through the sleepless nights, through every endless day
I'd wanna hear you say - I remember you

Remember yesterday - walking hand in hand
Love letters in the sands - I remember you
Through the sleepless nights, through every endless day
I'd wanna hear you say - I remember, I remember you, yeah",216120
I See Your Smile,Gloria Estefan,66.94117647058823,48,1993-02-17,76,1993-06-09,100,17,056uvAVDFOa7kv9idKPpf0,34,5wkQo9u8qrKOdfGqoizWPo,Greatest Hits,1985,This Is Gloria Estefan,37i9dQZF1DXarsfY89zXC6,latin,latin pop,0.403,0.457,9,-8.984,1,0.0272,0.237,0,0.185,0.231,79.187,274133,pop,1992,1736,{},"I get a little tongue twisted
Every time I talk to you, when I see you
And I'm so glad that you just missed it
The way I stare to memorize your face
To kiss you in my mind
Love you all the time

Cause when I close my eyes
I still can see your smile
Its bright enough to light my life
Out of my darkest hour
Please believe its true
When I tell you I love you

I've taken too many chances
Searching for the truth of love, thats in my heart
Tell me if I've made the wrong advances
Tell me if I've made you feel ashamed

Cause I know I have to do this
Would you hold my hand right through it
Cause when I close my eyes
I still can see your smile
Its bright enough to light my life
Out of my darkest hour
Please believe its true
When I tell you I Love you
Oh, Oh

Had to let you just what would happen
Yes I had to let you know the truth

I know I've got to do this
Would you hold my hand right through it
Would you
Cause when I close my eyes
I still can see your smile
Its bright enough to light my life
Out of my darkest hour
Cause when I close my eyes
I still can see your smile

Its bright enough to light my life
Out of my darkest hour

You know now this is true
When I tell you I love you",955477
